No.,storeNumber,countryCode,ownershipTypeCode,schedule,slug,latitude,longitude,streetAddressLine1,streetAddressLine2,streetAddressLine3,city,countrySubdivisionCode,postalCode,currentTimeOffset,windowsTimeZoneId,olsonTimeZoneId,GMT,GMT_city,Mon,Tue,Wed,Thu,Fri,Sat,Sun
12469,22276-217904,US,CO,"[{'dayName': 'Today', 'hours': '8:00 AM to 7:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Tomorrow', 'hours': '8:00 AM to 7:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Thursday', 'hours': '8:00 AM to 7:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Friday', 'hours': '8:00 AM to 8:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Saturday', 'hours': '8:00 AM to 8:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Sunday', 'hours': '8:00 AM to 7:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Monday', 'hours': '8:00 AM to 7:00 PM', 'open': True, 'holiday': ''}]",camarillo-premium-outlets-740-east-ventura-blvd-camarillo-ca-930105842-us,34.216265,-119.059042,740 East Ventura Blvd,KI01-1,Null,Camarillo,CA,930105842,-420,Pacific Standard Time,GMT-08:00 America/Los_Angeles,GMT-08:00,America/Los_Angeles,8:00 AM to 7:00 PM,8:00 AM to 7:00 PM,8:00 AM to 7:00 PM,8:00 AM to 7:00 PM,8:00 AM to 8:00 PM,8:00 AM to 8:00 PM,8:00 AM to 7:00 PM
12470,22257-196805,US,CO,"[{'dayName': 'Today', 'hours': '4:30 AM to 10:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Tomorrow', 'hours': '4:30 AM to 10:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Thursday', 'hours': '4:30 AM to 10:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Friday', 'hours': '4:30 AM to 11:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Saturday', 'hours': '5:00 AM to 11:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Sunday', 'hours': '5:00 AM to 10:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Monday', 'hours': '4:30 AM to 10:00 PM', 'open': True, 'holiday': ''}]",palm-harvard-310-south-palm-street-santa-paula-ca-930603327-us,34.34623,-119.069695,310 South Palm Street,Null,Null,Santa Paula,CA,930603327,-420,Pacific Standard Time,GMT-08:00 America/Los_Angeles,GMT-08:00,America/Los_Angeles,4:30 AM to 10:00 PM,4:30 AM to 10:00 PM,4:30 AM to 10:00 PM,4:30 AM to 10:00 PM,4:30 AM to 11:00 PM,5:00 AM to 11:00 PM,5:00 AM to 10:00 PM
12471,6670-187764,US,CO,"[{'dayName': 'Today', 'hours': '4:30 AM to 9:30 PM', 'open': True, 'holiday': ''}, {'dayName': 'Tomorrow', 'hours': '4:30 AM to 9:30 PM', 'open': True, 'holiday': ''}, {'dayName': 'Thursday', 'hours': '4:30 AM to 9:30 PM', 'open': True, 'holiday': ''}, {'dayName': 'Friday', 'hours': '4:30 AM to 10:30 PM', 'open': True, 'holiday': ''}, {'dayName': 'Saturday', 'hours': '4:30 AM to 10:30 PM', 'open': True, 'holiday': ''}, {'dayName': 'Sunday', 'hours': '5:00 AM to 10:30 PM', 'open': True, 'holiday': ''}, {'dayName': 'Monday', 'hours': '4:30 AM to 9:30 PM', 'open': True, 'holiday': ''}]",arneill-las-posas-2306-e-las-posas-rd-camarillo-ca-930103434-us,34.236347,-119.038589,2306 E Las Posas Rd,Ste A,Null,Camarillo,CA,930103434,-420,Pacific Standard Time,GMT-08:00 America/Los_Angeles,GMT-08:00,America/Los_Angeles,4:30 AM to 9:30 PM,4:30 AM to 9:30 PM,4:30 AM to 9:30 PM,4:30 AM to 9:30 PM,4:30 AM to 10:30 PM,4:30 AM to 10:30 PM,5:00 AM to 10:30 PM
12472,74739-98380,US,LS,"[{'dayName': 'Today', 'hours': '6:00 AM to 8:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Tomorrow', 'hours': '6:00 AM to 8:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Thursday', 'hours': '6:00 AM to 8:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Friday', 'hours': '6:00 AM to 8:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Saturday', 'hours': '6:00 AM to 8:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Sunday', 'hours': '6:00 AM to 8:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Monday', 'hours': '6:00 AM to 8:00 PM', 'open': True, 'holiday': ''}]",vons-camarillo-1672-820-arnell-rd-camarillo-ca-930104701-us,34.226032,-119.038176,820 Arnell Rd,Null,Null,Camarillo,CA,930104701,-420,Pacific Standard Time,GMT-08:00 America/Los_Angeles,GMT-08:00,America/Los_Angeles,6:00 AM to 8:00 PM,6:00 AM to 8:00 PM,6:00 AM to 8:00 PM,6:00 AM to 8:00 PM,6:00 AM to 8:00 PM,6:00 AM to 8:00 PM,6:00 AM to 8:00 PM
12473,48524-263405,US,CO,"[{'dayName': 'Today', 'hours': '5:00 AM to 9:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Tomorrow', 'hours': '5:00 AM to 9:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Thursday', 'hours': '5:00 AM to 9:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Friday', 'hours': '5:00 AM to 9:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Saturday', 'hours': '5:00 AM to 9:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Sunday', 'hours': '5:00 AM to 9:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Monday', 'hours': '5:00 AM to 9:00 PM', 'open': True, 'holiday': ''}]",lewis-las-posas-4511-las-posas-road-camarillo-ca-930102525-us,34.242478,-119.01081,4511 Las Posas Road,Null,Null,Camarillo,CA,930102525,-420,Pacific Standard Time,GMT-08:00 America/Los_Angeles,GMT-08:00,America/Los_Angeles,5:00 AM to 9:00 PM,5:00 AM to 9:00 PM,5:00 AM to 9:00 PM,5:00 AM to 9:00 PM,5:00 AM to 9:00 PM,5:00 AM to 9:00 PM,5:00 AM to 9:00 PM
12474,9592-97504,US,CO,"[{'dayName': 'Today', 'hours': '5:00 AM to 9:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Tomorrow', 'hours': '5:00 AM to 9:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Thursday', 'hours': '5:00 AM to 9:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Friday', 'hours': '5:00 AM to 9:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Saturday', 'hours': '5:00 AM to 9:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Sunday', 'hours': '5:00 AM to 9:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Monday', 'hours': '5:00 AM to 9:00 PM', 'open': True, 'holiday': ''}]",verdugo-camino-ruiz-camarillo-5011-verdugo-way-mission-oaks-place-camarillo-ca-9,34.215999,-119.004436,5011 Verdugo Way,Null,Mission Oaks Place,Camarillo,CA,930128658,-420,Pacific Standard Time,GMT-08:00 America/Los_Angeles,GMT-08:00,America/Los_Angeles,5:00 AM to 9:00 PM,5:00 AM to 9:00 PM,5:00 AM to 9:00 PM,5:00 AM to 9:00 PM,5:00 AM to 9:00 PM,5:00 AM to 9:00 PM,5:00 AM to 9:00 PM
12475,74821-98382,US,LS,"[{'dayName': 'Today', 'hours': '6:00 AM to 9:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Tomorrow', 'hours': '6:00 AM to 9:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Thursday', 'hours': '6:00 AM to 9:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Friday', 'hours': '6:00 AM to 9:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Saturday', 'hours': '6:00 AM to 9:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Sunday', 'hours': '6:00 AM to 9:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Monday', 'hours': '6:00 AM to 9:00 PM', 'open': True, 'holiday': ''}]",vons-camarillo-2094-5275-mission-oaks-blvd-camarillo-ca-930125422-us,34.229573,-118.998402,5275 Mission Oaks Blvd,Null,Null,Camarillo,CA,930125422,-420,Pacific Standard Time,GMT-08:00 America/Los_Angeles,GMT-08:00,America/Los_Angeles,6:00 AM to 9:00 PM,6:00 AM to 9:00 PM,6:00 AM to 9:00 PM,6:00 AM to 9:00 PM,6:00 AM to 9:00 PM,6:00 AM to 9:00 PM,6:00 AM to 9:00 PM
12476,5621-1837,US,CO,"[{'dayName': 'Today', 'hours': '5:00 AM to 9:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Tomorrow', 'hours': '5:00 AM to 9:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Thursday', 'hours': '5:00 AM to 9:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Friday', 'hours': '5:00 AM to 9:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Saturday', 'hours': '5:00 AM to 9:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Sunday', 'hours': '5:00 AM to 9:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Monday', 'hours': '5:00 AM to 9:00 PM', 'open': True, 'holiday': ''}]",carpinteria-casitas-pass-rd-5436-carpinteria-rd-carpinteria-ca-930131423-us,34.394872,-119.513183,5436 Carpinteria Rd.,Null,Null,Carpinteria,CA,930131423,-420,Pacific Standard Time,GMT-08:00 America/Los_Angeles,GMT-08:00,America/Los_Angeles,5:00 AM to 9:00 PM,5:00 AM to 9:00 PM,5:00 AM to 9:00 PM,5:00 AM to 9:00 PM,5:00 AM to 9:00 PM,5:00 AM to 9:00 PM,5:00 AM to 9:00 PM
12477,74788-98373,US,LS,"[{'dayName': 'Today', 'hours': '6:00 AM to 8:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Tomorrow', 'hours': '6:00 AM to 8:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Thursday', 'hours': '6:00 AM to 8:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Friday', 'hours': '6:00 AM to 8:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Saturday', 'hours': '6:00 AM to 8:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Sunday', 'hours': '6:00 AM to 8:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Monday', 'hours': '6:00 AM to 8:00 PM', 'open': True, 'holiday': ''}]",vons-moorpark-1735-4241-tierra-rejada-rd-moorpark-ca-930213772-us,34.267788,-118.899173,4241 Tierra Rejada Rd,Null,Null,Moorpark,CA,930213772,-420,Pacific Standard Time,GMT-08:00 America/Los_Angeles,GMT-08:00,America/Los_Angeles,6:00 AM to 8:00 PM,6:00 AM to 8:00 PM,6:00 AM to 8:00 PM,6:00 AM to 8:00 PM,6:00 AM to 8:00 PM,6:00 AM to 8:00 PM,6:00 AM to 8:00 PM
12478,6771-78101,US,CO,"[{'dayName': 'Today', 'hours': '4:30 AM to 8:30 PM', 'open': True, 'holiday': ''}, {'dayName': 'Tomorrow', 'hours': '4:30 AM to 8:30 PM', 'open': True, 'holiday': ''}, {'dayName': 'Thursday', 'hours': '4:30 AM to 8:30 PM', 'open': True, 'holiday': ''}, {'dayName': 'Friday', 'hours': '4:30 AM to 10:30 PM', 'open': True, 'holiday': ''}, {'dayName': 'Saturday', 'hours': '4:30 AM to 10:30 PM', 'open': True, 'holiday': ''}, {'dayName': 'Sunday', 'hours': '4:30 AM to 10:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Monday', 'hours': '4:30 AM to 10:00 PM', 'open': True, 'holiday': ''}]",highway-126-a-street-fillmore-650-w-ventura-street-vons-market-fillmore-ca-93015,34.3961,-118.916977,650 W. Ventura Street,Null,Vons Market,Fillmore,CA,930151925,-420,Pacific Standard Time,GMT-08:00 America/Los_Angeles,GMT-08:00,America/Los_Angeles,4:30 AM to 10:00 PM,4:30 AM to 8:30 PM,4:30 AM to 8:30 PM,4:30 AM to 8:30 PM,4:30 AM to 10:30 PM,4:30 AM to 10:30 PM,4:30 AM to 10:00 PM
12479,26639-244261,US,LS,"[{'dayName': 'Today', 'hours': '5:00 AM to 9:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Tomorrow', 'hours': '5:00 AM to 9:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Thursday', 'hours': '5:00 AM to 9:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Friday', 'hours': '5:00 AM to 9:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Saturday', 'hours': '5:00 AM to 9:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Sunday', 'hours': '5:00 AM to 9:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Monday', 'hours': '5:00 AM to 9:00 PM', 'open': True, 'holiday': ''}]",ralphs-moorpark-723-101-w-los-angeles-ave-moorpark-ca-93021-us,34.280118,-118.883197,101 W Los Angeles Ave,Null,Null,Moorpark,CA,93021,-420,Pacific Standard Time,GMT-08:00 America/Los_Angeles,GMT-08:00,America/Los_Angeles,5:00 AM to 9:00 PM,5:00 AM to 9:00 PM,5:00 AM to 9:00 PM,5:00 AM to 9:00 PM,5:00 AM to 9:00 PM,5:00 AM to 9:00 PM,5:00 AM to 9:00 PM
12480,5452-1532,US,CO,"[{'dayName': 'Today', 'hours': '4:30 AM to 9:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Tomorrow', 'hours': '4:30 AM to 9:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Thursday', 'hours': '4:30 AM to 9:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Friday', 'hours': '4:30 AM to 10:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Saturday', 'hours': '4:30 AM to 10:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Sunday', 'hours': '4:30 AM to 9:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Monday', 'hours': '4:30 AM to 9:00 PM', 'open': True, 'holiday': ''}]",los-angeles-spring-561-new-los-angeles-ave-moorpark-ca-930212001-us,34.279457,-118.873106,561 NEW LOS ANGELES AVE,Null,Null,Moorpark,CA,930212001,-420,Pacific Standard Time,GMT-08:00 America/Los_Angeles,GMT-08:00,America/Los_Angeles,4:30 AM to 9:00 PM,4:30 AM to 9:00 PM,4:30 AM to 9:00 PM,4:30 AM to 9:00 PM,4:30 AM to 10:00 PM,4:30 AM to 10:00 PM,4:30 AM to 9:00 PM
12481,25207-237782,US,LS,"[{'dayName': 'Today', 'hours': '8:00 AM to 9:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Tomorrow', 'hours': '8:00 AM to 9:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Thursday', 'hours': '8:00 AM to 9:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Friday', 'hours': '8:00 AM to 9:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Saturday', 'hours': '8:00 AM to 9:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Sunday', 'hours': '8:00 AM to 9:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Monday', 'hours': '8:00 AM to 9:00 PM', 'open': True, 'holiday': ''}]",target-moorpark-t-1547-800-new-los-angelese-ave-moorpark-ca-93021-us,34.278449,-118.867045,800 New Los Angelese Ave,Null,Null,Moorpark,CA,93021,-420,Pacific Standard Time,GMT-08:00 America/Los_Angeles,GMT-08:00,America/Los_Angeles,8:00 AM to 9:00 PM,8:00 AM to 9:00 PM,8:00 AM to 9:00 PM,8:00 AM to 9:00 PM,8:00 AM to 9:00 PM,8:00 AM to 9:00 PM,8:00 AM to 9:00 PM
12482,22596-222524,US,CO,"[{'dayName': 'Today', 'hours': '6:00 AM to 7:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Tomorrow', 'hours': '6:00 AM to 7:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Thursday', 'hours': '6:00 AM to 7:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Friday', 'hours': '6:00 AM to 7:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Saturday', 'hours': '7:00 AM to 7:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Sunday', 'hours': '7:00 AM to 7:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Monday', 'hours': '6:00 AM to 7:00 PM', 'open': True, 'holiday': ''}]",154-n-seventh-st-154-n-seventh-st-brooklyn-ny-11211-us,40.717944,-73.958179,154 N Seventh St,Null,Null,Brooklyn,NY,11211,-240,Eastern Standard Time,GMT-05:00 America/New_York,GMT-05:00,America/New_York,6:00 AM to 7:00 PM,6:00 AM to 7:00 PM,6:00 AM to 7:00 PM,6:00 AM to 7:00 PM,6:00 AM to 7:00 PM,7:00 AM to 7:00 PM,7:00 AM to 7:00 PM
12483,76886-121688,US,LS,"[{'dayName': 'Today', 'hours': '8:00 AM to 9:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Tomorrow', 'hours': '8:00 AM to 9:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Thursday', 'hours': '8:00 AM to 9:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Friday', 'hours': '8:00 AM to 9:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Saturday', 'hours': '8:00 AM to 9:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Sunday', 'hours': '8:00 AM to 9:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Monday', 'hours': '8:00 AM to 9:00 PM', 'open': True, 'holiday': ''}]",target-harmar-t-2385-2261-freeport-rd-pittsburgh-pa-152381403-us,40.538261,-79.836516,2261 Freeport Rd,Null,Null,Pittsburgh,PA,152381403,-240,Eastern Standard Time,GMT-05:00 America/New_York,GMT-05:00,America/New_York,8:00 AM to 9:00 PM,8:00 AM to 9:00 PM,8:00 AM to 9:00 PM,8:00 AM to 9:00 PM,8:00 AM to 9:00 PM,8:00 AM to 9:00 PM,8:00 AM to 9:00 PM
12484,72780-74422,US,LS,"[{'dayName': 'Today', 'hours': '6:00 AM to 7:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Tomorrow', 'hours': '6:00 AM to 7:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Thursday', 'hours': '6:00 AM to 7:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Friday', 'hours': '6:00 AM to 7:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Saturday', 'hours': '7:00 AM to 7:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Sunday', 'hours': '7:00 AM to 7:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Monday', 'hours': '6:00 AM to 7:00 PM', 'open': True, 'holiday': ''}]",giant-eagle-mkt-pittsburgh-72-910-freeport-rd-pittsburgh-pa-152386118-us,40.499374,-79.844238,910 Freeport Rd,Null,Null,Pittsburgh,PA,152386118,-240,Eastern Standard Time,GMT-05:00 America/New_York,GMT-05:00,America/New_York,6:00 AM to 7:00 PM,6:00 AM to 7:00 PM,6:00 AM to 7:00 PM,6:00 AM to 7:00 PM,6:00 AM to 7:00 PM,7:00 AM to 7:00 PM,7:00 AM to 7:00 PM
12485,11147-103817,US,CO,"[{'dayName': 'Today', 'hours': '5:00 AM to 9:30 PM', 'open': True, 'holiday': ''}, {'dayName': 'Tomorrow', 'hours': '5:00 AM to 9:30 PM', 'open': True, 'holiday': ''}, {'dayName': 'Thursday', 'hours': '5:00 AM to 9:30 PM', 'open': True, 'holiday': ''}, {'dayName': 'Friday', 'hours': '5:00 AM to 9:30 PM', 'open': True, 'holiday': ''}, {'dayName': 'Saturday', 'hours': '6:00 AM to 9:30 PM', 'open': True, 'holiday': ''}, {'dayName': 'Sunday', 'hours': '6:00 AM to 9:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Monday', 'hours': '5:00 AM to 9:30 PM', 'open': True, 'holiday': ''}]",pittsburgh-mills-tarentum-2025-pittsburgh-mills-blvd-point-at-pittsburgh-mil,40.57045,-79.802585,2025 Pittsburgh Mills Blvd,Null,Point at Pittsburgh Mills,Tarentum,PA,150843841,-240,Eastern Standard Time,GMT-05:00 America/New_York,GMT-05:00,America/New_York,5:00 AM to 9:30 PM,5:00 AM to 9:30 PM,5:00 AM to 9:30 PM,5:00 AM to 9:30 PM,5:00 AM to 9:30 PM,6:00 AM to 9:30 PM,6:00 AM to 9:00 PM
12486,72870-92342,US,LS,"[{'dayName': 'Today', 'hours': '7:00 AM to 7:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Tomorrow', 'hours': '7:00 AM to 7:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Thursday', 'hours': '7:00 AM to 7:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Friday', 'hours': '7:00 AM to 7:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Saturday', 'hours': '7:00 AM to 7:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Sunday', 'hours': '7:00 AM to 7:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Monday', 'hours': '7:00 AM to 7:00 PM', 'open': True, 'holiday': ''}]",giant-eagle-mkt-new-kensington-8-200-tarentum-bridge-rd-new-kensington-pa-15068-us,40.594475,-79.752945,200 Tarentum Bridge Rd,Null,Null,New Kensington,PA,15068,-240,Eastern Standard Time,GMT-05:00 America/New_York,GMT-05:00,America/New_York,7:00 AM to 7:00 PM,7:00 AM to 7:00 PM,7:00 AM to 7:00 PM,7:00 AM to 7:00 PM,7:00 AM to 7:00 PM,7:00 AM to 7:00 PM,7:00 AM to 7:00 PM
12487,28845-251386,US,CO,"[{'dayName': 'Today', 'hours': '5:30 AM to 9:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Tomorrow', 'hours': '5:30 AM to 9:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Thursday', 'hours': '5:30 AM to 9:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Friday', 'hours': '5:30 AM to 9:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Saturday', 'hours': '6:00 AM to 9:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Sunday', 'hours': '6:00 AM to 9:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Monday', 'hours': '5:30 AM to 9:00 PM', 'open': True, 'holiday': ''}]",hampton-shoppes-4655-william-flynn-highway-allison-park-pa-1510122,40.591982,-79.948369,4655 William Flynn Highway,100,Null,Allison Park,PA,151012243,-240,Eastern Standard Time,GMT-05:00 America/New_York,GMT-05:00,America/New_York,5:30 AM to 9:00 PM,5:30 AM to 9:00 PM,5:30 AM to 9:00 PM,5:30 AM to 9:00 PM,5:30 AM to 9:00 PM,6:00 AM to 9:00 PM,6:00 AM to 9:00 PM
12488,7776-239424,US,CO,"[{'dayName': 'Today', 'hours': '5:30 AM to 9:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Tomorrow', 'hours': '5:30 AM to 9:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Thursday', 'hours': '5:30 AM to 9:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Friday', 'hours': '5:30 AM to 9:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Saturday', 'hours': '6:00 AM to 9:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Sunday', 'hours': '6:00 AM to 9:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Monday', 'hours': '5:30 AM to 9:00 PM', 'open': True, 'holiday': ''}]",grandview-crossing-517-grandview-crossing-gibsonia-pa-150447101-us,40.640808,-79.938737,517 Grandview Crossing,Null,Null,Gibsonia,PA,150447101,-240,Eastern Standard Time,GMT-05:00 America/New_York,GMT-05:00,America/New_York,5:30 AM to 9:00 PM,5:30 AM to 9:00 PM,5:30 AM to 9:00 PM,5:30 AM to 9:00 PM,5:30 AM to 9:00 PM,6:00 AM to 9:00 PM,6:00 AM to 9:00 PM
12489,76814-111888,US,LS,"[{'dayName': 'Today', 'hours': '8:00 AM to 9:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Tomorrow', 'hours': '8:00 AM to 9:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Thursday', 'hours': '8:00 AM to 9:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Friday', 'hours': '8:00 AM to 9:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Saturday', 'hours': '8:00 AM to 9:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Sunday', 'hours': '8:00 AM to 8:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Monday', 'hours': '8:00 AM to 9:00 PM', 'open': True, 'holiday': ''}]",target-richland-township-north-t-22-600-grandview-crossing-dr-gibsonia-pa-15044-us,40.623016,-80.01423,600 Grandview Crossing Dr,Null,Null,Gibsonia,PA,15044,-240,Eastern Standard Time,GMT-05:00 America/New_York,GMT-05:00,America/New_York,8:00 AM to 9:00 PM,8:00 AM to 9:00 PM,8:00 AM to 9:00 PM,8:00 AM to 9:00 PM,8:00 AM to 9:00 PM,8:00 AM to 9:00 PM,8:00 AM to 8:00 PM
12490,788-239584,US,CO,"[{'dayName': 'Today', 'hours': '5:30 AM to 9:30 PM', 'open': True, 'holiday': ''}, {'dayName': 'Tomorrow', 'hours': '5:30 AM to 9:30 PM', 'open': True, 'holiday': ''}, {'dayName': 'Thursday', 'hours': '5:30 AM to 9:30 PM', 'open': True, 'holiday': ''}, {'dayName': 'Friday', 'hours': '5:30 AM to 9:30 PM', 'open': True, 'holiday': ''}, {'dayName': 'Saturday', 'hours': '5:30 AM to 9:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Sunday', 'hours': '5:30 AM to 8:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Monday', 'hours': '5:30 AM to 9:30 PM', 'open': True, 'holiday': ''}]",wexford-route-19-11354-perry-highway-wexford-pa-150908333-us,40.622593,-80.053409,11354 Perry Highway,Null,Null,Wexford,PA,150908333,-240,Eastern Standard Time,GMT-05:00 America/New_York,GMT-05:00,America/New_York,5:30 AM to 9:30 PM,5:30 AM to 9:30 PM,5:30 AM to 9:30 PM,5:30 AM to 9:30 PM,5:30 AM to 9:30 PM,5:30 AM to 9:00 PM,5:30 AM to 8:00 PM
12491,23324-220988,US,LS,"[{'dayName': 'Today', 'hours': '6:00 AM to 7:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Tomorrow', 'hours': '6:00 AM to 7:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Thursday', 'hours': '6:00 AM to 7:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Friday', 'hours': '6:00 AM to 7:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Saturday', 'hours': '7:00 AM to 7:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Sunday', 'hours': '7:00 AM to 7:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Monday', 'hours': '6:00 AM to 7:00 PM', 'open': True, 'holiday': ''}]",market-district-wexford-43-155-town-center-dr-wexford-pa-15090-us,40.631757,-80.055426,155 Town Center Dr,Null,Null,Wexford,PA,15090,-240,Eastern Standard Time,GMT-05:00 America/New_York,GMT-05:00,America/New_York,6:00 AM to 7:00 PM,6:00 AM to 7:00 PM,6:00 AM to 7:00 PM,6:00 AM to 7:00 PM,6:00 AM to 7:00 PM,7:00 AM to 7:00 PM,7:00 AM to 7:00 PM
